stop_lat,stop_code,stop_lon,stop_url,stop_id,stop_desc,stop_name,location_type,zone_id
37.714133,16574,-122.423673,https://SFMTA.com/16574,6574,,Sunnydale Ave / McLaren School,0,
37.714017,16575,-122.42388,https://SFMTA.com/16575,6575,,Sunnydale Ave / McLaren School,0,
37.738262,14383,-122.434674,https://SFMTA.com/14383,4383,,Diamond St & Arbor St,0,
37.738681,14382,-122.434468,https://SFMTA.com/14382,4382,,Diamond St & Arbor St,0,
37.74308,14381,-122.435487,https://SFMTA.com/14381,4381,,Diamond St & 29th St,0,
37.743249,14380,-122.435659,https://SFMTA.com/14380,4380,,Diamond St & 29th St,0,
37.733452,14387,-122.434217,https://SFMTA.com/14387,4387,,Diamond St & Bosworth St,0,
37.733506,14386,-122.434148,https://SFMTA.com/14386,4386,,Diamond St & Bosworth St,0,
37.747068,14385,-122.43599,https://SFMTA.com/14385,4385,,Diamond St & Cesar Chavez St,0,
37.728723,15620,-122.43132,https://SFMTA.com/15620,5620,,Mission St & Silver Ave,0,
37.735387,16448,-122.501345,https://SFMTA.com/16448,6448,,Sloat Blvd & 43rd Ave,0,
37.7274,14596,-122.41457,https://SFMTA.com/14596,4596,,Felton St & University St,0,
37.767286,18059,-122.429053,https://SFMTA.com/18059,8059,,Church St & Market St,0,
37.784253,13834,-122.475501,https://SFMTA.com/13834,3834,,California St & 16th Ave,0,
37.784241,13835,-122.478446,https://SFMTA.com/13835,3835,,California St & 19th Ave,0,
37.784109,13836,-122.47871,https://SFMTA.com/13836,3836,,California St & 19th Ave,0,
37.784097,13837,-122.481659,https://SFMTA.com/13837,3837,,California St & 22nd Ave,0,
37.784551,13830,-122.468963,https://SFMTA.com/13830,3830,,California St & 10th Ave,0,
37.784586,13831,-122.470848,https://SFMTA.com/13831,3831,,California St & 12th Ave,0,
37.784454,13832,-122.471103,https://SFMTA.com/13832,3832,,California St & 12th Ave,0,
37.784386,13833,-122.475229,https://SFMTA.com/13833,3833,,California St & 16th Ave,0,
37.783941,13838,-122.481893,https://SFMTA.com/13838,3838,,California St & 22nd Ave,0,
37.78395,13839,-122.48482,https://SFMTA.com/13839,3839,,California St & 25th Ave,0,
37.792106,14031,-122.422913,https://SFMTA.com/14031,4031,,Clay St & Van Ness Ave,0,
37.793363,14030,-122.412744,https://SFMTA.com/14030,4030,,Clay St & Taylor St,0,
37.753074,14033,-122.455858,https://SFMTA.com/14033,4033,,Clarendon Ave & Galewood Circle,0,
37.75171,14032,-122.45839,https://SFMTA.com/14032,4032,,Clarendon Ave & Clarendon Woods S,0,
37.751628,14035,-122.456178,https://SFMTA.com/14035,4035,,Clarendon Ave & Olympia Way,0,
37.801628,15990,-122.423014,https://SFMTA.com/15990,5990,,Polk St & Lombard St,0,
37.75368,14037,-122.455514,https://SFMTA.com/14037,4037,,Clarendon Ave & Panorama Dr,0,
37.805018,15992,-122.4237,https://SFMTA.com/15992,5992,,Polk St & North Point St,0,
37.72739,16792,-122.41439,https://SFMTA.com/16792,6792,,University St & Felton St,0,
37.791741,15999,-122.420827,https://SFMTA.com/15999,5999,,Polk St & Sacramento St,0,
37.77325,14737,-122.46761,https://SFMTA.com/14737,4737,,Fulton St & 10th Ave,0,
37.758409,15663,-122.444055,https://SFMTA.com/15663,5663,,Market St & Clayton St,0,
37.76725,15662,-122.429214,https://SFMTA.com/15662,5662,,Market St & Church St,0,
37.767705,15661,-122.428778,https://SFMTA.com/15661,5661,,Market St & Church St,0,
37.706296,17522,-122.413084,https://SFMTA.com/17522,7522,,Geneva Street & Schwerin Street,0,
37.755158,17523,-122.393008,https://SFMTA.com/17523,7523,,Pennsylvania Avenue & 23rd Street,0,
37.709622,17520,-122.404654,https://SFMTA.com/17520,7520,,Bayshore Blvd & Visitacion Ave,0,
37.752463,17526,-122.39277,https://SFMTA.com/17526,7526,,Pennsylvania Avenue & 25th Street,0,
37.755015,17527,-122.392791,https://SFMTA.com/17527,7527,,Pennsylvania Avenue & 23rd Street,0,
37.752624,17524,-122.392758,https://SFMTA.com/17524,7524,,Pennsylvania Avenue & 25th Street,0,
37.752348,17525,-122.394695,https://SFMTA.com/17525,7525,,25th Avenue & Dakota Street,0,
37.763022,15667,-122.434979,https://SFMTA.com/15667,5667,,Market St & 17th St,0,
37.731695,17528,-122.448753,https://SFMTA.com/17528,7528,,Foerster Street & Monterey Blvd,0,
37.76246,15665,-122.435449,https://SFMTA.com/15665,5665,,Market St & Castro St,0,
37.74845,16143,-122.47943,https://SFMTA.com/16143,6143,,Quintara St & 22nd Ave,0,
37.74855,16142,-122.47917,https://SFMTA.com/16142,6142,,Quintara St & 22nd Ave,0,
37.74858,16141,-122.47622,https://SFMTA.com/16141,6141,,Quintara St & 19th Ave,0,
37.72119,10390,-122.475096,https://SFMTA.com/10390,390,,19th Avenue & Holloway St,0,
37.748277,16147,-122.483469,https://SFMTA.com/16147,6147,,Quintara St & 26th Ave,0,
37.74838,16146,-122.48345,https://SFMTA.com/16146,6146,,Quintara St & 26th Ave,0,
37.74836,16145,-122.48157,https://SFMTA.com/16145,6145,,Quintara St & 24th Ave,0,
37.74846,16144,-122.48131,https://SFMTA.com/16144,6144,,Quintara St & 24th Ave,0,
37.74822,16149,-122.48477,https://SFMTA.com/16149,6149,,Quintara St & 27th Ave,0,
37.74832,16148,-122.48458,https://SFMTA.com/16148,6148,,Quintara St & 27th Ave,0,
37.798683,16780,-122.42243,https://SFMTA.com/16780,6780,,Union St & Polk St,0,
37.799895,16783,-122.414025,https://SFMTA.com/16783,6783,,Union St & Taylor St,0,
37.800366,16782,-122.409267,https://SFMTA.com/16782,6782,,Union St & Stockton St,0,
37.799743,16785,-122.41422,https://SFMTA.com/16785,6785,,Union St & Taylor St,0,
37.798469,16787,-122.42415,https://SFMTA.com/16787,6787,,Union St & Van Ness Ave,0,
37.798585,16786,-122.424241,https://SFMTA.com/16786,6786,,Union St & Van Ness Ave,0,
37.791645,14725,-122.398151,https://SFMTA.com/14725,4725,,Fremont St & Market St,0,
37.72514,16788,-122.41354,https://SFMTA.com/16788,6788,,University St & Bacon St,0,
37.793918,14727,-122.393438,https://SFMTA.com/14727,4727,,Don Chee Way/Steuart St,0,
37.794052,14726,-122.393449,https://SFMTA.com/14726,4726,,Don Chee Way/Steuart St,0,
37.766092,14720,-122.454701,https://SFMTA.com/14720,4720,,Frederick St & Willard St,0,
37.796378,15847,-122.411619,https://SFMTA.com/15847,5847,,Pacific Ave & Mason St,0,
37.795586,15846,-122.416744,https://SFMTA.com/15846,5846,,Pacific Ave & Leavenworth St,0,
37.795755,15845,-122.416549,https://SFMTA.com/15845,5845,,Pacific Ave & Leavenworth St,0,
37.795149,15844,-122.420035,https://SFMTA.com/15844,5844,,Pacific Ave & Larkin St,0,
37.795328,15843,-122.419863,https://SFMTA.com/15843,5843,,Pacific Ave & Larkin St,0,
37.79717,15842,-122.405222,https://SFMTA.com/15842,5842,,Pacific Ave & Kearny St,0,
37.795791,15841,-122.415105,https://SFMTA.com/15841,5841,,Pacific Ave & Jones St,0,
